Date,Open,High,Low,Close,Volume,Symbol
2025-04-09,212.5,237.48,211.0,234.34,24022350,JPM
2025-04-10,230.0,230.3499,220.1,227.11,18896440,JPM
2025-04-11,226.31,238.575,225.0,236.2,20284450,JPM
2025-04-14,237.1,239.78,233.6301,234.72,13017824,JPM
2025-04-15,236.1,238.65,232.82,233.13,10912883,JPM
2025-04-16,232.0,233.58,227.93,229.61,9322325,JPM
2025-04-17,230.8,234.34,230.55,231.96,9557946,JPM
2025-04-21,230.63,231.81,226.336,228.99,8716177,JPM
2025-04-22,231.98,235.99,231.37,235.59,10701399,JPM
2025-04-23,240.22,246.79,240.0,240.88,14126766,JPM
2025-04-24,239.74,245.4695,237.58,244.64,9055197,JPM
2025-04-25,244.65,245.62,241.75,243.55,8588564,JPM
2025-04-28,244.56,246.8437,240.84,243.22,7394297,JPM
2025-04-29,242.19,245.25,241.69,244.62,7216788,JPM
2025-04-30,241.21,245.22,238.43,244.62,12991699,JPM
2025-05-01,242.84,248.45,242.17,246.89,8689579,JPM
2025-05-02,251.26,253.6187,249.4629,252.51,7165044,JPM
2025-05-05,251.18,255.16,250.5901,252.56,5450744,JPM
2025-05-06,250.0,252.65,249.0,249.25,6369934,JPM
2025-05-07,249.85,252.45,248.83,249.39,8724267,JPM
2025-05-08,251.57,255.88,251.55,253.47,8320118,JPM
2025-05-09,254.5,255.51,252.34,253.08,5087639,JPM
2025-05-12,262.9,263.6,258.7,260.05,9603892,JPM
2025-05-13,261.03,263.67,260.39,263.01,8588961,JPM
2025-05-14,263.0,266.64,262.29,265.64,8643060,JPM
2025-05-15,266.97,269.52,264.76,267.49,9214641,JPM
2025-05-16,267.5,268.4593,264.71,267.56,8932912,JPM
2025-05-19,265.55,268.32,261.93,264.88,12145045,JPM
2025-05-20,262.52,266.66,262.3,265.68,8436337,JPM
2025-05-21,264.35,265.65,260.7263,261.04,7464045,JPM
2025-05-22,259.44,262.3,258.8687,260.67,6514113,JPM
2025-05-23,256.81,261.99,256.0001,260.71,6671841,JPM
2025-05-27,262.04,265.3,261.99,265.29,7506555,JPM
2025-05-28,266.24,266.72,262.9,263.49,5535408,JPM
2025-05-29,264.8,265.4099,262.53,264.37,5081992,JPM
2025-05-30,263.45,265.33,262.725,264.0,10977662,JPM
2025-06-02,263.02,265.03,261.9,264.66,6011165,JPM
2025-06-03,263.73,266.58,262.88,266.27,6998383,JPM
2025-06-04,265.92,267.12,264.18,264.22,5915710,JPM
2025-06-05,264.74,264.74,260.31,261.95,8179258,JPM
2025-06-06,264.33,266.65,264.26,265.73,7738134,JPM
2025-06-09,266.0,267.9,263.35,266.74,8285364,JPM
2025-06-10,265.88,268.9,265.85,268.6,7538135,JPM
2025-06-11,268.68,269.6199,265.7862,268.15,7434064,JPM
2025-06-12,266.86,268.29,265.14,268.24,6618026,JPM
2025-06-13,265.08,267.02,262.71,264.95,7098265,JPM
2025-06-16,267.0,271.73,266.85,270.36,8566019,JPM
2025-06-17,268.17,270.59,267.8,269.52,6739262,JPM
2025-06-18,270.0,277.72,269.72,273.96,9586440,JPM
2025-06-20,275.57,277.3,273.8119,275.0,13969674,JPM
2025-06-23,275.06,278.55,272.1128,278.27,8094559,JPM
2025-06-24,280.21,282.715,279.51,281.26,9267941,JPM
2025-06-25,281.5,284.28,280.91,284.06,6826901,JPM
2025-06-26,284.7,289.41,284.47,288.75,8942062,JPM
2025-06-27,285.81,288.6962,285.04,287.11,17868633,JPM
2025-06-30,290.4,292.65,288.92,289.91,12689156,JPM
2025-07-01,290.89,291.13,286.59,290.41,9338260,JPM
2025-07-02,292.04,292.822,289.7,292.0,8158692,JPM
2025-07-03,292.15,296.4,291.21,296.0,6541646,JPM
